epoch,loss
0,0.08165868714948495
1,0.011014982300500076
2,0.008256058078259229
3,0.005866510370125373
4,0.005249355163425207
5,0.005105905474474033
6,0.005019620501746734
7,0.004934673129270474
8,0.004798738821099202
9,0.004587386058022579
10,0.004317066928992669
11,0.0040721538681536915
12,0.003915397360300024
13,0.0037944547546406586
14,0.003696067390963435
15,0.003607374105602503
16,0.0035159840981165568
17,0.003420684356242418
18,0.003324026096612215
19,0.0032185158661256234
20,0.0031243691804508367
21,0.0030573957084367672
22,0.0029889040303726993
23,0.002917642325783769
24,0.0028582048335423073
25,0.0027968884278088807
26,0.0027465102194497984
27,0.0026863544086615245
28,0.002629980557287733
29,0.0025644240913291773
30,0.0025150119941681624
31,0.0024574335782478252
32,0.0024051458419611055
33,0.00237351720718046
34,0.002340043529868126
35,0.0023023677670086424
36,0.002267869577432672
37,0.0022396321843067804
38,0.002202957820147276
39,0.0021810953399787345
40,0.002164989803917706
41,0.0021298606988663475
42,0.0021169833404322464
43,0.0020971340679874022
44,0.002075458726535241
45,0.002055993090694149
46,0.0020437013320624827
47,0.002023188313469291
48,0.0020002197672923405
49,0.0019901437858740488
50,0.001973244375859698
51,0.001966813114161293
52,0.0019505988365660111
53,0.0019323321394622325
54,0.00191928287781775
55,0.0019156835852190853
56,0.0019238438090930382
57,0.001907045116337637
58,0.0018891585695867737
59,0.0018779611329858502
60,0.0018643268464754025
61,0.0018496411917731167
62,0.0018374790757273633
63,0.001829926642899712
64,0.0018442624987413485
65,0.0018183117549245556
66,0.001818384093232453
67,0.0017923645262296001
68,0.0017848182593782744
69,0.0017700426476076245
70,0.0017625448672721783
71,0.001766752046532929
72,0.0017692110687494277
73,0.0017541677200545868
74,0.0017422030102461575
75,0.0017377968573321898
76,0.0017288556893666584
77,0.0017182682137936354
78,0.001719183264610668
79,0.0017078278403108319
80,0.0017033176518355807
81,0.0016901335498938957
82,0.0016838528634980322
83,0.001681719750786821
84,0.0016683930062378447
85,0.0016635522786527873
86,0.0016649157358333468
87,0.0016627497316027682
88,0.001657306999589006
89,0.001642727952140073
90,0.001635839255526662
91,0.0016376498909667135
92,0.0016341449621443947
93,0.0016330171748995782
94,0.001621116376792391
95,0.001623148448454837
96,0.0016129338834434748
97,0.0016105223651975394
98,0.0016126080015674232
99,0.0016077621523290873
100,0.0016044653942808508
101,0.0015897656893357635
102,0.0015911509664729238
103,0.0015881697237491608
104,0.0015920252483338118
105,0.0015913417149956027
106,0.0015931075404708585
107,0.0016171940434724092
108,0.001595967990346253
109,0.0015837797323862712
110,0.0015860426705330611
111,0.001575807286115984
112,0.0015740069629003603
113,0.0015618579030657808
114,0.0015539987795054912
115,0.001568045656196773
116,0.001592871978568534
117,0.0015875641806051134
118,0.0015643423389022548
119,0.0015950991256783406
120,0.0015482524009421468
121,0.0015348867814367017
122,0.0015311593341951568
123,0.0015307185848553975
124,0.001523157948628068
125,0.001517956596799195
126,0.0015281214692319434
127,0.0015599083577593168
128,0.001525219539180398
129,0.0015127279699469606
130,0.001514722092387577
131,0.0015272343549877405
132,0.0015504962898169954
133,0.001513035607834657
134,0.0015056734721486766
135,0.0015012447504947582
136,0.0014956553233787418
137,0.0015010602079952758
138,0.0014741979291041693
139,0.0014712458473319808
140,0.001468201861716807
141,0.0014789961483329536
142,0.0014682010716448228
143,0.0014577702721580864
144,0.001480028190339605
145,0.0014997149497891465
146,0.001476558116885523
147,0.0014571207072585821
148,0.0014556022817268969
149,0.0014840239540984234
150,0.0014692764307061832
151,0.0014550116161505381
152,0.0014451126310353478
153,0.0014505606278156242
154,0.0014435567787537973
155,0.0014308489486575128
156,0.001429432696973284
157,0.0014273631572723389
158,0.0014180111406991878
159,0.001412364464563628
160,0.0014207375214124718
161,0.0014126734665284553
162,0.0014068167737374703
163,0.0014029819564893842
164,0.0013947207760065794
165,0.0014032732800891002
166,0.0013972775482883055
167,0.0013845367624113957
168,0.001397130402425925
169,0.001384509512844185
170,0.0013795047507931789
171,0.0013767923076326647
172,0.001375081584478418
173,0.001378076515470942
174,0.001366299957036972
175,0.0013712015161290764
176,0.0013714470770210027
177,0.0013597701539595922
178,0.001359891267493367
179,0.0013619558215141297
180,0.001358362998192509
181,0.0013428705738236506
182,0.001342878533527255
183,0.0013383917659521103
184,0.0013341914173215627
185,0.0013363266767313082
186,0.0013543923314039907
187,0.001350708200596273
188,0.0013373087762544552
189,0.0013385290053362648
190,0.001345559432481726
191,0.001375395489235719
192,0.0014328439477831125
193,0.0013813509286070863
194,0.0013558455534900227
195,0.001343455127750834
196,0.0013359680206825337
197,0.0013367263025914628
198,0.001314223103535672
199,0.0013131429363662998
